,phi,psi,w
-405.4361069,-93.6501522681106,-66.30857353888425,150.93516609404404
-405.4092765,-74.05850657090886,-65.79184268144867,169.11306705941675
-405.3881751,-92.10747268888895,-60.21979703434919,159.18938181291085
-405.3656153,-90.20862587810517,-56.69568941177786,154.54851744270644
-405.3425855,-73.99206271717038,-71.34003075947058,155.14263273807035
-405.3221492,-69.03855985569282,-60.23396080484855,158.06739594863208
-405.3003124,-75.63987566268237,-64.93210812001799,165.05079291202316
-405.2743496,-71.60830132459884,-52.998681279549416,168.67427866105328
-405.2491001,-82.72069180934375,-56.70495012216651,164.89620377409625
-405.2284416,-69.80091975020119,-62.006429107954794,152.29531632449334
-405.1982529,-70.51897754684937,-63.84428000052424,161.8643088774809
-405.1779163,-67.18337253521406,-66.2287556153377,164.0983232666417
-405.1551884,-63.94566247077092,-57.00743277768934,164.22760075263344
-405.1225749,-90.2340068547726,-60.26051867732243,167.0979443593967
-405.0976863,-70.51316202020746,-63.84508579274724,161.8680090854195
-405.0774795,-71.51622148232421,-64.23766809733762,162.44220914555225
-405.0569769,-73.22863989102505,-67.63006155787359,166.84202547385192
-405.0356313,-61.9441285124275,-65.70343037722698,162.9790905858072
-405.0086208,-87.79555131132499,-60.45269232905056,168.20375942250118
-404.9710378,-76.12650406399958,-57.384074345799874,170.16523583626957
-404.9496092,-65.99319311589622,-70.36430841221623,167.01310358889376
-404.9227724,-75.88415467306307,-78.74869393063332,160.6692789428221
-404.9013364,-63.228425415539945,-69.87482848565493,165.75033794215
-404.8777922,-72.47918633696445,-64.34923852425155,158.66969444474873
-404.8537895,-79.95909147964967,-59.46742450531662,153.5808593751998
-404.8310791,-67.4571376637189,-66.94405425124438,163.8575218079472
-404.8033940,-82.8143656736277,-62.07597165081485,152.80562973570957
-404.7815170,-63.714664320206694,-55.506777282691665,162.7454740117272
-404.7606607,-63.696750591649156,-55.500701064071144,162.79420498650418
-404.7389763,-73.35759641930498,-66.01307932744477,167.45532587731537
-404.7136336,-63.693779715666714,-55.526007738082555,162.7744388489723
-404.6910996,-63.69394596195933,-55.528602510583944,162.77312244007476
-404.6645972,-75.18884206270282,-68.81102640047405,161.32775516855864
-404.6416139,-68.89571520965926,-66.95771474236774,163.86300484202994
-404.6179326,-69.33487607045026,-71.36733677688672,166.72452682021725
-404.5954836,-74.76773212004088,-60.087733316524215,161.38890582187707
-404.5711161,-73.83060140464295,-60.163596543116306,160.06739064283505
-404.5417032,-70.12293794452516,-63.335507340971056,166.91527061415866
-404.5149060,-70.31335193124069,-65.18359882290599,161.0904546209946
-404.4931735,-68.18358185478456,-66.50932861627228,163.35410678487136
-404.4666064,-64.69403008694812,-68.03496112961847,165.3901871599845
-404.4395307,-75.10666312183977,-61.369803190153476,158.12946788501267
-404.4181287,-75.44388862164246,-72.35640913430757,151.68700184785484
-404.3981232,-81.02341513312759,-49.4690175952818,154.05001345637726
-404.3768295,-63.91094655567913,-64.06527367335089,159.86636277352076
-404.3534625,-111.25227827634396,-50.50591244772434,160.77140565679596
-404.3332218,-65.33441380973747,-61.45208608391616,157.7725489912138
-404.3083312,-104.26928694381687,-66.37374784872154,159.92504121716757
-404.2881739,-95.99382662849226,-53.743763356593306,170.69643136617626
-404.2680260,-73.5647112392773,-60.06400870771645,157.67222434025135
-404.2424181,-66.73714154472142,-65.18314395183123,164.34536331328255
-404.2186729,-63.73005857924013,-61.05172381660883,147.79554426462624
-404.1944628,-82.0038847081408,-58.9893645573713,156.1655042019251
-404.1742762,-88.05461337946689,-78.70022796785597,160.42378189238306
-404.1529708,-75.1239483650301,-58.52837964297772,168.5657877050194
-404.1293680,-76.10117453345951,-65.34073446939773,169.42060407557113
-404.1019407,-73.47242339739269,-57.36448054591114,141.70838795174356
-404.0777610,-64.54896554656655,-63.55084070876352,164.74808823452602
-404.0503446,-80.81888650858969,-55.07756014918454,157.0416499508636
-404.0278369,-84.37955590814185,-60.19978763905838,158.18058228337546
-404.0070119,-90.123060059216,-69.94910208730651,151.49814291022327
-403.9866787,-64.38812617866174,-64.68639489857057,160.25210762380604
-403.9576066,-74.57813579251398,-60.19605444904566,166.6488625956485
-403.9297791,-98.20883638449035,-54.58640040374269,163.52310536560012
-403.9055313,-88.30597507525859,-64.53832494603472,153.6382575077842
-403.8644536,-83.50576543647261,-70.03520217079657,156.95258453295972
-403.8441537,-104.56544378232697,-71.05114580742521,157.57501091690798
-403.8228077,-78.7026649095915,-61.48081189765425,152.1152400894303
-403.8019768,-70.7599319063832,-71.92073184465117,155.7006528791834
-403.7818908,-63.26784750361658,-55.651281944561916,162.07449749173182
-403.7613405,-120.79540277367798,-53.76893570006607,164.11051456992607
-403.7340997,-73.35272138950299,-61.76166594110573,154.22817392634593
-403.7104716,-81.91639682659738,-52.49763662224672,160.8538015592889
-403.6902828,-82.80841699374525,-57.031566466481934,151.233001428484
-403.6687538,-87.34888254028078,-66.59593592105736,148.7851833534459
-403.6460637,-75.13002607333237,-60.30734610067034,166.29919183301595
-403.6222143,-85.99208895258604,-70.98378500908723,152.19605413525426
-403.6002710,-69.97161439703241,-64.02757555321229,163.19998700595795
-403.5747903,-77.04355557788311,-66.78778411109892,170.3458122635028
-403.5482135,-84.50906261201499,-61.71789150322685,166.30658201503525
-403.5274803,-87.46651799321505,-60.728789324139534,158.45492088395227
-403.5014952,-78.41220372058709,-58.39500879588105,153.12657109988467
-403.4785767,-68.1079356919386,-58.057601523384044,135.8119505057745
-403.4579318,-71.59011530928076,-54.59376203586742,159.53502306290605
-403.4356038,-77.07228779335315,-59.68955210452388,148.28558411312815
-403.4152247,-65.3018536000664,-60.40940269824138,143.28981853603744
-403.3935976,-87.77178956884586,-70.62847475744887,153.02253911357445
-403.3647287,-67.25723118597898,-51.88346050233669,167.2071429225093
-403.3388081,-84.18796932414133,-78.46281010452422,166.61742871119012
-403.3180800,-68.29784825146211,-62.71726519225404,158.07204315346002
-403.2936312,-70.1271521039783,-63.08465594823112,157.57236093844338
-403.2679206,-80.24647859761147,-63.52867267253253,155.47885643438858
-403.2478559,-76.30956688785541,-67.99594663609132,171.2295914217063
-403.2213424,-117.74135653661264,-50.61567460217741,161.03250133911342
-403.1998818,-71.14757863694547,-55.65359986452363,169.65728724748968
-403.1761574,-68.5866253512858,-62.50973481293377,160.48705646478317
-403.1551826,-68.57572077848782,-62.53495611060437,160.49496242865035
-403.1314466,-63.680175196757915,-57.88285045124086,164.4411304891345
-403.1048077,-65.27094254024826,-68.64323408988695,162.9615747287139
-403.0820091,-62.17140111983936,-53.625523379806566,160.08428692720872
-403.0542542,-91.9176832424049,-67.50621521857258,150.37199291404843
-403.0311533,-87.26255776089405,-79.34379872349575,164.14055618407815
-403.0072380,-123.67006436564964,-48.41569579364659,162.38700543475292
-402.9838437,-65.33833580328356,-68.06442507798263,165.03266358926538
-402.9532244,-68.05305122701107,-55.284770661765215,140.8269750603129
-402.9322441,-78.33087767816698,-73.86293015405033,154.06385791167588
-402.9094243,-76.29767385875527,-62.81574413428488,165.28610091432745
-402.8857270,-61.891527643963215,-60.8329836845185,165.99602623886307
-402.8590121,-80.64021241302272,-67.7191807386123,151.61567459902474
-402.8384352,-76.51427607961864,-57.11193267271816,171.88167692097122
-402.8168414,-81.44237652645167,-55.0337210588157,151.55364067696522
-402.7958893,-84.15588788887077,-62.71431178333761,141.57418137349913
-402.7753428,-75.20085198560788,-64.83766654333051,143.7292181588132
-402.7534228,-72.1042281155036,-64.5291922916484,163.9327280889389
-402.7322843,-65.87388947067008,-51.18122696411311,161.0484135991337
-402.7029760,-62.17441796633546,-59.70251223198639,148.37893244949393
-402.6824666,-102.86362358305614,-66.13356297499524,157.88966783402083
-402.6616362,-84.67800129726255,-61.58661965739624,159.63291266601777
-402.6402814,-69.22316992245553,-69.77003075578017,164.05154167127824
-402.6197034,-96.79481217499918,-58.69092156080809,163.22640219853156
-402.5984310,-102.87539152631992,-66.13862083454579,157.8950277813111
-402.5776538,-67.72644184464288,-64.75175387293828,158.23246943278528
-402.5524206,-74.33972325478933,-57.97993681170703,151.8650083511057
-402.5295820,-113.59847440360909,-78.7946370583012,167.6225848707132
-402.5091415,-73.71708271164893,-51.55519480037831,153.78531279244007
-402.4889915,-85.11109274905279,-60.79151365467604,152.47199990403482
-402.4684620,-74.26780632651909,-60.05865410213116,161.22244958368074
-402.4448251,-71.09685855628305,-70.88409414513517,160.29528530691047
-402.4245567,-75.03161907573612,-64.97095941940698,167.44240712492416
-402.3995073,-64.5836130488688,-61.093198422632135,165.27592841404348
-402.3737724,-116.64716880495577,-48.87007021548139,162.4868519681723
-402.3489623,-66.26021127593907,-66.7189335555397,165.25455756516664
-402.3241077,-76.6249806697686,-76.18324935590941,157.4425820158294
-402.3033127,-102.98687426747496,-62.47850445498047,148.6617309607323
-402.2792683,-101.77530407038653,-71.41521467473271,157.51538439473202
-402.2584938,-83.48757598008923,-54.35933135661055,158.01029209809366
-402.2372843,-76.20122827163213,-63.255317431548896,170.98129671448135
-402.2136926,-71.45229321335758,-63.855144300917345,161.16237104503884
-402.1920960,-95.5283693438225,-62.76782805118098,145.45805459905364
-402.1717625,-74.91901075071831,-59.326840664149906,169.06286830645035
-402.1471055,-67.26312713153882,-71.51120558609053,159.73404530487895
-402.1174784,-72.7466719187746,-66.39156738541107,162.03075170741212
-402.0973164,-87.16317868765016,-66.8757304314723,153.8983820619364
-402.0762046,-87.4588642248164,-65.1072853619948,165.0752084894261
-402.0544815,-78.36905436776887,-57.55417244342219,149.98406947074665
-402.0337916,-95.31277082641122,-70.86877867489409,161.18608302912142
-402.0118834,-80.71807913731779,-73.67676826352134,151.7768022530558
-401.9906061,-69.69781290625099,-73.04610476903831,141.18141477926474
-401.9684689,-83.13347257029167,-55.63661543062852,159.97926072407867
-401.9484540,-73.30215877916524,-71.93487107113046,150.3559967070414
-401.9282733,-78.7548483029741,-61.551810576356274,160.1797991818555
-401.9045752,-88.98779935571388,-56.070564564201426,173.7145763963974
-401.8809856,-74.34592202718444,-58.26918665403742,168.3335401165005
-401.8603399,-70.2159102747298,-64.08999815723297,163.02115820628325
-401.8397951,-68.10931167228006,-62.44836336618692,158.63631684009297
-401.8187224,-68.11256659025648,-62.42738045262343,158.62953369298123
-401.7921641,-84.17805706034268,-69.99328234609713,151.72893564503033
-401.7629881,-62.42134386852922,-58.39976219899706,140.4367945960468
-401.7374541,-82.53571026415919,-52.27933327489166,160.5096061451475
-401.7152163,-82.04135815685565,-53.26416471564259,155.8688954367841
-401.6947857,-66.03239411371449,-63.63420792382161,154.53480362543937
-401.6723736,-124.29529051928499,-47.99236564221757,163.23110101262384
-401.6492848,-74.18906864951258,-68.08679366756981,146.81097080360237
-401.6239185,-63.03503096898587,-53.18680017971107,165.81298847421488
-401.5991940,-67.33177104790651,-53.1943140574448,161.6165693723832
-401.5786783,-112.7934345469806,-60.39049493671478,165.67593699535544
-401.5529327,-69.23236065757516,-75.67576195145548,136.1187301482149
-401.5319599,-81.37602319464591,-70.36695207675324,148.3215801383722
-401.5104998,-83.5907060189669,-60.97606842385903,159.73365886918964
-401.4881314,-67.44694149811949,-51.779773344924344,157.80785650564277
-401.4662832,-69.27851932231113,-65.2251376506561,162.98493159493228
-401.4367742,-128.00742212234462,-47.286147318529295,164.2078192180014
-401.4145294,-67.6654434603307,-66.04128647218116,162.15780053915134
-401.3867814,-88.89432451776396,-74.24053207255186,168.76772210306
-401.3642476,-92.49631694222886,-77.61407478480443,165.94678768396645
-401.3396391,-65.88326482734024,-61.12564573324791,149.1288241645616
-401.3177528,-89.29868688805254,-65.26759577702514,166.08790427373154
-401.2963278,-67.22284526343313,-68.79820051358777,141.84579459050985
-401.2755368,-71.18424331100381,-60.54937649141281,163.50298258940745
-401.2526234,-98.7738755744325,-64.30362934801344,163.58941187096656
-401.2254443,-75.85512950829722,-58.58075863320081,157.06039431696766
-401.2034809,-72.17822252013339,-64.42264363816592,164.58412645230135
-401.1807402,-76.50844937777265,-56.99828830227518,171.67092834900637
-415.7501720,-76.63335612700428,-59.02904178656464,162.7772046620897
-414.2917898,-82.52676674995497,-62.89689321449093,154.45259991973535
-413.9894294,-80.29080214886893,-58.5447552729777,152.80834699850533
-413.9619480,-80.28291502839905,-58.52453762406145,152.80998853904202
-413.7971144,-80.26354206502498,-58.66287874209893,152.5171346755494
-413.7538413,-88.7585905996486,-57.08603463577769,158.67176882588487
-413.7216134,-88.85260308968513,-57.0616186430141,158.6539570533527
-413.7000934,-80.45922762910098,-58.20960585303954,152.97267235561358
-413.6431000,-80.46714063615163,-58.22168757536215,152.9789375675876
-413.4899644,-83.59541418444792,-60.4166352924164,154.0673503965881
-413.4689135,-81.11012919375298,-56.95945252926648,153.67354794451006
-413.4187676,-77.9331683554216,-57.44587995164359,153.66173059442696
-413.3353350,-78.6326139162708,-57.556011672506045,153.05268320070886
-413.1743063,-80.97149883052816,-57.0288028448116,155.59063553526045
-413.1389029,-80.65758171035658,-57.1766496979288,149.5122077094532
-413.0962470,-83.63189390565321,-59.09310217528897,166.70075623935645
-413.0158071,-75.730255731311,-58.017710067273256,156.51690099183483
-412.9526347,-75.38769461043378,-66.58633341719802,172.39078011780157
-412.9255758,-73.36435007583319,-58.117902696975094,157.75319037165997
-412.8923895,-80.98902518985331,-58.07682423890397,153.7307764513533
-412.8438924,-92.2815760367697,-56.15973094753646,156.60537864297103
-412.8008571,-80.54819038959158,-59.613394881541126,151.18438311694132
-412.7806241,-80.54557009741404,-59.6172429243603,151.18354963462235
-412.7556001,-93.32036470163004,-56.62309313303717,154.11709152680004
-412.7221272,-79.62179650622015,-57.9871492160832,153.43618004471173
-412.6866044,-79.0569510172149,-57.75611999836219,152.8802601153723
-412.6534357,-81.45186647090091,-60.73382383488777,155.9344219864079
-412.6166727,-70.52121777995696,-64.65381358029494,169.68192975098168
-412.5861089,-78.16637142410384,-60.2256173032915,151.99280903368776
-412.5657352,-78.17614620172381,-60.23104198484134,152.00215888386154
-412.5334127,-78.05435509720027,-57.89065924722374,152.23842547928686
-412.4829969,-80.6115148616239,-57.16257905023576,150.8510276507979
-412.4549090,-78.47944339548387,-57.26159981914858,152.6264168852212
-412.4162300,-76.19569244513511,-64.867768635611,168.47909338206827
-412.3868129,-72.69795138921957,-57.41430616528274,155.86259562046203
-412.3521990,-79.17421496440107,-57.14130631947219,149.1371816389501
-412.3300079,-79.63300214680683,-61.16356270312497,161.01105692584173
-412.2979942,-79.6625576418544,-58.67577375769004,151.97541670962585
-412.2716095,-79.64852101368939,-58.64353382025934,151.97395519124018
-412.2500572,-80.74307060555384,-55.588878828655545,149.4617791933759
-412.2254750,-78.22960403305052,-56.88957021396537,161.5984321517696
-412.2030494,-77.43712949680376,-56.3281715879985,161.07547514209824
-412.1820581,-83.54694937284754,-58.00792602328693,152.71054882522236
-412.1529905,-89.8511225625411,-62.22777401424823,165.74349390810437
-412.1176908,-91.38519907152967,-54.14705740128908,164.99479178204714
-412.0880665,-84.94144413034655,-55.14933575694192,153.82914097940656
-412.0627056,-81.80905449707734,-58.77369838062195,168.03255066243827
-412.0392375,-85.65176235172748,-63.10236033040007,165.73731843316963
-412.0167452,-77.76972162440421,-58.06762892371404,151.74056686480617
-411.9949561,-97.17675168803217,-61.43726763671178,166.8684890755193
-411.9564870,-80.2132810613225,-55.70454305515326,149.19805079117543
-411.9356169,-87.45457472113333,-61.75361180827322,165.3736494728686
-411.8834448,-80.27986819982009,-54.61429904715873,154.56650145170474
-411.8507380,-80.0370044998386,-57.16869519432373,154.66647196388422
-411.8235031,-91.0315618518706,-61.84108133877296,165.4306447729286
-411.8029142,-91.0101660581184,-61.8531606062331,165.43278363515034
-411.7738005,-78.4646740306138,-57.31229920054876,152.41560704165403
-411.7385257,-79.47766697223297,-54.822384907708944,153.3911264271473
-411.7164260,-67.4978336141504,-65.76381273196776,165.33158922586583
-411.6956870,-78.59404942596323,-66.88771042788859,171.02627051678536
-411.6716462,-78.44258439388297,-58.62205720524255,152.9094163490279
-411.6409037,-76.72487745995704,-55.789404759466976,161.03071624528482
-411.6165551,-72.77987109303066,-62.493954500786714,167.85036471452668
-411.5844419,-79.4123975210571,-50.96082479105642,157.36061309084698
-411.5641395,-73.00118039971171,-62.40905131567381,167.76116472612625
-411.5370830,-72.16895869872985,-66.76913019144119,171.76953278301758
-411.5157906,-77.8997938316466,-48.35826436368429,155.2705120945212
-411.4952440,-83.74993109736883,-61.88915293240358,154.18231050247252
-411.4720691,-85.51824609108652,-62.237447964567416,159.60385928653304
-411.4497819,-82.74031382204561,-59.47283281322216,154.9728509094404
-411.4283516,-80.35759379380087,-57.12418681094158,153.22995249276215
-411.4082506,-80.38079421699355,-57.11611815550327,153.23307654410007
-411.3874303,-83.13503915841568,-51.14648980407514,148.16578145284035
-411.3306153,-81.28606773603569,-59.69703015508069,151.68229586966584
-411.3040107,-78.52513215060677,-56.78215835393218,157.47713283287163
-411.2809298,-82.86656475794533,-58.50496400329831,153.63367514421083
-411.2607594,-75.05024699222385,-59.10901812487968,157.80202437321663
-411.2366413,-72.37760661201348,-69.16024293583537,144.74212918998094
-411.2165508,-79.26395562849345,-64.0163709319674,169.69515017734042
-411.1951404,-72.25822477430226,-69.13475624847055,144.7508389953453
-411.1681261,-72.24868607860424,-69.13703479776318,144.74356482868478
-411.1450097,-72.26697748265359,-69.1529085721533,144.7665646098654
-411.1229653,-72.25716903262834,-69.14944891828655,144.76129521950705
-411.1017997,-72.97599008409802,-70.70590060859342,145.98714414161526
-411.0815035,-77.3700498372984,-65.96553749774338,171.5179494078303
-411.0595760,-77.36866073785885,-65.97147022764578,171.52176285170447
-411.0307686,-80.89498077772323,-57.6970286194051,152.78698804491532
-411.0062698,-86.74528330933354,-55.440725954814845,163.13739162113603
-410.9792630,-89.3273689276352,-63.554467381925186,166.10880471287712
-410.9557863,-89.3444195807309,-63.55244007941042,166.11093963156455
-410.9270409,-85.57750295089211,-57.802061452989,155.9533909316686
-410.9067274,-83.46272758139162,-50.8915889503582,147.900719801286
-410.8761313,-85.84780204450567,-57.67814459854678,152.2344710730293
-410.8511318,-87.0104052838307,-57.72748109013314,158.78730172869447
-410.8307443,-82.71904151510489,-59.76690631641499,166.4571656437761
-410.8101925,-81.17923323872829,-58.84383757859834,152.07029965541113
-410.7850908,-82.63852890964306,-56.63233664656461,158.06561337424077
-410.7618946,-76.83702750476388,-59.10786173134436,163.88150551138864
-410.7321700,-75.5757987449365,-74.3843941394283,151.0611567813546
-410.7104695,-75.57306530740044,-74.38644655501245,151.04987992643873
-410.6880891,-75.58772160240359,-74.38552728481459,151.05878831614947
-410.6626459,-73.23408336989259,-58.01930947957781,163.7669493870013
-410.6377797,-74.02519458794691,-68.25484509334179,146.8313410391806
-410.6170075,-80.43440979089881,-62.07328014407517,169.26997336141105
-410.5907850,-82.65009190357877,-60.76925048059731,162.5981436595657
-410.5660263,-82.77961720785608,-58.29800451487989,159.34711671535607
-410.5452790,-89.90368771348592,-63.500953269412136,159.80726230093495
-410.5199237,-79.35546478172895,-56.54759065690681,154.04800882882424
-410.4997351,-79.26304147767843,-58.65298954075374,152.46019151146547
-410.4770590,-79.35217765853356,-56.5467795140646,154.04602102547332
-410.4568134,-84.05214134541282,-51.25883479661485,148.2508430962942
-410.4285787,-84.36095253940516,-59.30769714246402,156.42098174020606
-410.4082343,-79.71829555370824,-57.291804964173835,153.48662924924284
-410.3875364,-74.92232204758224,-58.440123677558546,162.80115533758212
-410.3649772,-78.37669183105602,-67.60993157002352,169.52391924326363
-410.3407102,-85.79267920851709,-64.0483812992466,168.70149605088528
-410.3149454,-90.49981751157748,-63.22598311477747,165.81189272348772
-410.2855920,-82.98131406347999,-65.09292408072109,157.00024475432502
-410.2651890,-81.52630391222297,-58.20911714395819,153.43866869681327
-410.2445295,-80.13240457646987,-59.035300234006925,151.84109125713593
-410.2228412,-67.8886699700245,-53.10264994135274,160.91367123120443
-410.2000784,-80.1887887476696,-59.15112984452911,151.77970571927796
-410.1683377,-94.78143877908691,-61.27684989450556,164.53625564072533
-410.1419716,-79.9858019836177,-66.44650192157624,170.13877344636578
-410.1201142,-85.3453300786044,-61.91454284063609,164.6667326130778
-410.0890579,-89.85589352098692,-77.26461646693761,167.2733977205251
-410.0662288,-83.03291342922172,-51.369392576424,147.23593620806892
-410.0462021,-82.99239857021786,-51.35484543046524,147.1958087795611
-410.0244176,-86.84836749034368,-56.93498893272349,151.0720707664578
-409.9939358,-74.2959528925309,-56.52286489363179,161.58209345295762
-409.9731732,-81.75336659821622,-67.5745031513919,150.7257184719162
-409.9511200,-68.22570660191535,-65.01940048753362,169.56894522452757
-409.9306685,-94.33795140654308,-62.12540178305998,164.1404100658947
-409.9001605,-94.22839232630294,-62.19780539138515,164.16824849202547
-409.8781576,-94.33941401544918,-62.11244946251105,164.13906615604878
-409.8500582,-92.44221595308576,-54.09693629312756,152.5256635044426
-409.8265328,-90.71453623561005,-60.01027802417244,165.30345779433236
-409.8010535,-80.21976618284688,-61.225221590658066,154.99900577866248
-409.7792952,-88.00581390183821,-60.232456544927665,157.5064762274362
-409.7537274,-81.37774560503183,-55.93376649197543,151.65124703822602
-409.7328096,-82.51530138788047,-61.98144340351082,157.0871185749072
-409.7121952,-87.44034514691762,-62.61080090977492,160.7609598702992
-409.6895855,-84.02539142965557,-51.345834205231014,147.03837685320815
-409.6651107,-78.08095442447478,-65.93225423832332,171.65860193977983
-409.6425766,-81.75038576138527,-60.713309890854,159.02170229205552
-409.6124325,-86.8562214040229,-62.390100911287846,160.2955460220337
-409.5915450,-80.54845902907594,-58.4888040928901,165.1431908920333
-409.5683573,-64.58907101601336,-54.540094335568135,165.395340467723
-409.5453287,-94.47335641558305,-61.55473859868865,163.47781432001761
-409.5248980,-94.54211377387352,-61.54793549241311,163.52227830095225
-409.4988301,-82.9645707639509,-77.56961172814601,151.27760150960037
-409.4734717,-84.22410390070188,-64.42964337531423,157.8151959288855
-409.4515154,-84.21573387723356,-64.43046600901955,157.81053051709367
-409.4304287,-70.98440732956907,-54.56806798148595,150.04602263901398
-409.4057290,-89.38373546321597,-62.07867279143813,163.63914000667384
-409.3840097,-80.32111777675188,-62.634126829189604,169.34242757656975
-409.3595462,-91.65923756279746,-51.7824964159939,151.79121251579707
-409.3380480,-72.50724263093309,-64.74752245212228,170.26299399896823
-409.3109796,-72.51317241888685,-64.74346947724149,170.25760079433505
-409.2879072,-91.66971039784328,-51.78370228801393,151.7913901723833
-409.2674406,-70.82461568490638,-62.40965745806396,161.59655163633659
-409.2437428,-70.36698900798986,-57.819309936555754,149.267278286339
-409.2226067,-93.23994445829405,-62.385881917526866,167.10833929955277
-409.1889307,-80.80358840075702,-56.340562532903284,157.8230658489082
-409.1688382,-80.81038572778131,-58.18444428215691,153.5796376323729
-409.1395954,-77.90067787934694,-59.20587070885167,153.03421201469143
-409.1184615,-77.62473776638537,-63.58506221341348,167.57353896828968
-409.0937112,-90.86434561566226,-60.56128704244866,161.8342342909152
-409.0731687,-77.57933935004712,-62.78830603470335,168.52845743292832
-409.0355481,-73.07638844622552,-59.15670877199812,151.57788835515882
-409.0143515,-77.65576493210777,-56.00344819761995,148.65776560109646
-408.9939028,-80.1269907190815,-57.13883548389695,153.1961289973099
-408.9718213,-86.52961550419968,-61.64382805579837,160.7341788126862
-408.9488290,-84.90590601611576,-58.12381651563299,155.14637232066548
-408.9252245,-85.09748535182271,-58.65722894934328,163.32364487570158
-408.9045196,-79.40868384340038,-60.00717122020649,163.06589986648922
-408.8769835,-83.25768549893681,-57.425167333882,154.7892260659755
-408.8558578,-78.25500171600125,-57.33606184084331,150.98284910448226
-408.8308532,-76.10788920337389,-63.76574053862101,143.40195654987664
-408.8078308,-77.70271668240504,-64.48339647450324,173.5047690789033
-408.7797757,-64.1401941168624,-54.20905520199736,162.01854604435184
-408.7582322,-64.13782948601434,-54.208432280008594,162.01433311086035
-408.7333667,-80.50734151132913,-56.993015302198806,157.92493773544265
-408.7113818,-64.14805036274265,-54.21543807575643,161.98836856002737
-408.6838163,-78.0126989210601,-62.07031423336567,169.09169880060603
-408.6626762,-78.87873789370342,-62.66936994225494,162.5099500081431
-408.6415462,-88.08223845620779,-63.17429707820201,163.6471955066121
-408.6194871,-84.1063558436244,-69.28570375008414,166.25019477213317
-408.5935569,-88.08566395306471,-63.17267561848449,163.6289261619604
-408.5646740,-79.99749904429562,-62.67334175213532,163.85404873148045
-408.5359755,-76.68466145623256,-63.59172926724435,143.2178567028195
-408.5153635,-91.58505501345724,-60.16438381352378,161.65780513571096
-408.4945249,-65.3798302263448,-55.60614042265505,165.02870788341247
-408.4710281,-90.05453494582805,-51.67742796250415,152.18034758575396
-408.4495250,-85.88556616877442,-61.44503565701669,162.42192593285301
-408.4282552,-92.26908693622458,-61.181561643418874,165.59109312385036
-408.4050646,-71.68340957896773,-66.72130941060901,167.99358641146105
-408.3805935,-81.97670671330495,-66.3852796231483,156.88915868920236
-408.3588989,-81.8152099827116,-58.88249384226683,151.08398555709218
-408.3377283,-81.92343327145014,-59.88318138404083,165.6160924750965
-408.3077514,-83.56542591418011,-56.989202054759474,154.8825318047702
-408.2870474,-77.00494656039272,-63.69700265985352,166.61984054719636
-408.2664227,-90.24523526149571,-56.03478354988346,160.25672518347358
-408.2454243,-65.94138561657344,-55.938187371602815,164.48221506250252
-408.2215818,-67.58720677831164,-50.612109610110195,160.97458853440233
-408.2011986,-83.51185204460235,-60.54460473831514,166.51418825218425
-408.1772188,-81.03468387299682,-73.18196463399302,154.3068632525014
-408.1430290,-78.85994974399604,-56.74123281786633,156.76213188262136
-408.1208291,-85.56709775563846,-60.780711387316636,163.93647670520923
-408.0969577,-64.15999272921673,-54.524687227972294,162.36765716853498
-408.0699985,-92.92893554675727,-62.013558736501246,162.40965328950713
-408.0488488,-92.86870415938543,-61.98757669160148,162.35331744439145
-408.0278200,-87.27352369076789,-64.15381012798672,169.57755303372872
-408.0027547,-64.1650438063384,-54.53066769280123,162.33744206951064
-407.9779951,-83.64885890785091,-68.4400149312846,160.38965715080633
-407.9579466,-88.53330189230995,-63.115542010135066,163.13945045245694
-407.9328085,-88.5150561059224,-63.13294490292129,163.16157659336676
-407.9106761,-84.83535270795574,-64.0120313251355,155.92511230673546
-407.8861445,-76.93160453565099,-67.24409245496848,170.2596794823125
-407.8608797,-80.84730957796252,-63.86193245277244,165.5558497383587
-407.8364321,-73.95804195277617,-63.64973790414349,167.92178574629432
-407.8154167,-81.55429504543707,-56.87137285786081,157.57333463036753
-407.7935673,-89.47879463452286,-63.96872901317628,165.73821973082775
-407.7712434,-80.36919275578907,-58.06317170891933,147.81809347337156
-407.7507251,-79.15412286892986,-56.9927072734404,149.54052284484268
-407.7303335,-89.25692203295078,-64.02087642763301,165.69658380505615
-407.7041833,-91.62438690217579,-57.206039413214114,167.64800054617018
-407.6826741,-80.97016461482659,-71.6248795868819,157.05820844401325
-407.6609355,-80.96845001891276,-71.63412620840936,157.0565046688502
-407.6381410,-67.49462012215936,-50.85446968529311,161.02857240657286
-407.6150861,-67.49850597989212,-50.86052273946325,161.03892100329165
-407.5777418,-68.15282198740859,-65.52793056854982,159.31775004180994
-407.5574751,-83.85473346198081,-65.88420557856529,167.2108310238287
-407.5353032,-68.26587437051185,-48.665011294178264,159.8983664793592
-407.5092816,-83.39992188417804,-68.82955688354794,172.44179036751353
-407.4859063,-84.56435832274185,-65.98083820436632,162.21135503369146
-407.4657372,-77.37382707705869,-64.41418829756367,171.76846352589828
-407.4449458,-76.66925577554203,-61.040318923771146,165.26553503319465
-407.4215250,-78.47410991259395,-57.19804693305657,165.73343673456478
-407.3973961,-78.44256597579064,-57.17334202854699,165.70390008248373
-407.3765117,-63.713193288309036,-53.88264514392228,161.6074800835591
