,phi,psi,w
-405.0582803,-72.86538070904687,-71.17356700797352,164.3601116805478
-405.0372707,-91.61842026549097,-75.68798589708523,161.16546656427843
-405.0113881,-91.60224991688102,-75.70057126624619,161.16475825029133
-404.9872548,-91.5979373589937,-75.70403875012731,161.1643560991585
-404.9553181,-78.83401692155306,-61.55542847022692,168.88165896983762
-404.9237933,-81.22446471667166,-71.98337212841612,152.79183040715546
-404.9025661,-96.3996694283296,-70.98105117444864,160.10976574064782
-404.8804538,-77.59313103088581,-68.9371504494276,152.65539797682288
-404.8587254,-90.90374046662907,-60.24244126515202,160.84396263883886
-404.8381299,-76.40247314671717,-66.67840827488978,147.07413206271968
-404.8173269,-80.8249848237131,-67.7596417797137,151.97227355123806
-404.7961986,-144.34626062413997,-69.09697101529856,164.31275390299643
-404.7719554,-72.98307506242016,-73.2088182356739,159.010520070999
-404.7509666,-74.03285668363218,-70.79528778319036,169.36160446241257
-404.7230806,-79.32538044037003,-72.75568439469471,149.6066112995124
-404.7013746,-74.94792365314953,-68.45809653751941,147.87229379446896
-404.6725016,-86.3655920810501,-69.81623975012805,153.73371277875185
-404.6504882,-79.28316654051466,-72.74416542378464,149.57068520546824
-404.6270594,-89.2381789291265,-53.49783491159541,161.42743163780364
-404.6054763,-94.11680992344559,-76.86004055106702,162.75693468546282
-404.5797332,-93.12586898696398,-59.10027746225793,161.73058300359682
-404.5577529,-80.24637145549679,-57.84880476466027,161.12842507463102
-404.5372527,-71.59344148747398,-72.71368772699047,161.83134430824472
-404.5128118,-89.255587875444,-70.52511503320213,154.57995436858485
-404.4914449,-91.10606966959547,-59.923417569368816,163.59085925425515
-404.4675931,-81.77990410553484,-76.62266957045006,160.81135506239823
-404.4453776,-86.82163754990381,-64.27314434052661,163.05700244036123
-404.4246862,-66.77815242050323,-67.96865739051597,166.3569503723063
-404.4041464,-75.02798854014335,-76.09486247048164,163.37249362051338
-404.3835130,-82.24125324461765,-65.41034598890471,161.79682038391178
-404.3608236,-92.08823583539703,-73.7178702553304,158.22894853210516
-404.3307199,-92.13715252451439,-63.76666753919327,170.10953586623594
-404.3098562,-81.57093649268606,-66.40047456257635,149.83800177298485
-404.2859984,-84.03161994872438,-48.179886711449925,159.93622236679184
-404.2652093,-82.5923124312925,-53.53522921595346,164.47954101917864
-404.2419743,-92.04662715169415,-62.02712849940736,162.10956134878012
-404.2169441,-77.07477362196299,-71.7330903735033,148.52581956334586
-404.1935832,-83.83727431079204,-66.25555314434543,145.486004043137
-404.1714287,-80.58147598276082,-72.99304717471018,158.94944083239142
-404.1508518,-88.01638762965293,-58.17833369926684,158.4786988331377
-404.1302502,-82.30752902330048,-56.60444239293793,153.5617986150513
-404.1062085,-116.23094661424291,-58.91710678049544,162.65550497077547
-404.0857971,-69.24035802570474,-68.03766376554297,144.06359553863442
-404.0627318,-89.68750072236901,-50.50632475453536,165.71684205535414
-404.0374771,-65.64916283559394,-57.404516522587535,156.0413619503551
-404.0122317,-84.98856278934613,-56.19910889712779,166.94192129334047
-403.9892713,-144.12855379290775,-68.98814593897823,164.19550502040994
-403.9683917,-80.99947769163983,-55.711309926252326,148.88859971877622
-403.9469996,-76.72666404677561,-72.06833461891624,147.48079987957058
-403.9189098,-94.72726293899179,-62.30772675748977,161.98643113516943
-403.8979695,-77.59819502881246,-61.675752013893934,159.63873971282177
-403.8760773,-83.09704359401866,-63.711715743622314,160.6783713576676
-403.8498563,-72.16779400063812,-70.90874658967253,141.97121135457948
-403.8272962,-90.73263771311692,-53.25271238845639,161.91866110009855
-403.8043232,-71.15062192398291,-78.83404459647895,161.40035887386753
-403.7780157,-92.96454679318082,-51.58034013666578,158.4930651515515
-403.7578085,-72.2811974310834,-73.24725867001132,144.89033223656295
-403.7357830,-73.20883897661253,-73.91863760452347,148.1719928516004
-403.7131332,-77.94226455314724,-65.97173502561014,171.10356999797142
-403.6841240,-72.31052672839598,-73.26553777297744,144.92264994630048
-403.6628118,-68.85686162354995,-58.8513125924564,151.04716038882805
-403.6418910,-88.25242250506275,-53.59859634464775,169.35180809219125
-403.6186462,-64.45802176901537,-71.96060881506678,149.1937496498692
-403.5986241,-78.06710265236565,-56.86861621084126,153.49525280331324
-403.5724213,-90.67317744993771,-53.5647950786615,162.3848712178483
-403.5514908,-77.2736154355933,-71.16610611382755,147.64591491096226
-403.5308287,-81.8798895495634,-52.00942615369846,163.68137338140602
-403.5073144,-70.29136882282688,-82.78465114987067,162.31979041183234
-403.4828438,-65.71459155218005,-63.0544091743708,152.88740887771218
-403.4622254,-77.13694626455245,-69.77318380287902,151.72712260211898
-403.4382026,-74.9920401388352,-70.9146917244988,146.7633676309768
-403.4160697,-63.88994201959315,-70.30470567197733,147.33006145672084
-403.3947303,-85.68393173223231,-71.94112650654651,149.51827224747083
-403.3710504,-111.07885482753937,-76.92930977525003,168.68296716248528
-403.3501470,-85.03114492939272,-79.55554237041703,154.14549734108675
-403.3258082,-87.14185991229768,-61.136703686277805,162.19654020960863
-403.3028640,-111.61169063813966,-76.62213716069927,168.7109840856246
-403.2744232,-69.20306030239,-67.20385558234855,139.72504622323635
-403.2536308,-78.98959972635922,-70.3398123665608,148.09518392213343
-403.2296742,-74.69798985977405,-66.57675913036326,146.26579960451954
-403.2089359,-80.18773488391503,-65.18028796193722,169.02789381501705
-403.1875002,-75.49548612080198,-76.53239346831259,156.52981025385077
-403.1659645,-83.96257973654708,-67.51516497869733,153.9678206689558
-403.1398450,-75.66488290233899,-71.18991315784015,145.75200072198567
-403.1196033,-75.67495441218422,-71.21667831382553,145.77350952779375
-403.0966317,-80.92466465030928,-67.85406632126171,151.75040362998033
-403.0756074,-75.24738213603518,-72.61905354328447,146.10461993602428
-403.0546328,-89.26555694363584,-53.17774242318924,161.29281983358564
-403.0245293,-72.39168326373851,-73.30403898827228,145.87948457648957
-403.0034260,-72.39676113703308,-73.28884657948383,145.85835862788034
-402.9809405,-73.95782130484662,-70.7023392498136,174.37325845542392
-402.9567188,-77.63228299745303,-58.27743887551697,155.266694543521
-402.9248912,-77.45167696025146,-55.31525092392276,150.6156464584991
-402.9045321,-72.87828264291383,-76.62161585986655,154.66969961071513
-402.8845103,-72.88068384662334,-76.62211570265995,154.6739422144345
-402.8641873,-70.03127037374718,-68.2737367068923,163.9880804032654
-402.8440284,-77.28459379455602,-73.7574585106475,162.453003669509
-402.8236878,-71.51167736894328,-76.47012697968576,155.40024662508296
-402.8018060,-69.14884426321716,-73.11347450893985,141.6134489003921
-402.7810902,-69.15233797626753,-73.10870078121597,141.6095205275873
-402.7565499,-78.58255485208873,-63.59653484836812,173.2084821378211
-402.7302426,-70.965579264066,-76.28648307397162,163.87555428558642
-402.7095810,-88.47637912841711,-54.9266694129595,161.08632299677666
-402.6682821,-116.2887477916642,-60.470132159717714,163.60003229410535
-402.6481598,-67.90264864838383,-66.39569192504176,164.1847802337391
-402.6201774,-86.8525673554879,-63.62838861062679,170.18683657079347
-402.6001269,-91.41779904825998,-54.022091015964776,163.8103182498097
-402.5792620,-76.81802398972576,-60.68218695118821,164.3377938233966
-402.5588408,-72.30311176958634,-67.02361229983887,164.3507024689607
-402.5368414,-119.47878334618197,-63.104500439505664,167.3641071263885
-402.5081483,-76.02974856334578,-64.93612825940303,146.23501360697014
-402.4854142,-83.7622771102256,-45.5279442130891,163.80261871948917
-402.4632820,-101.30261145485984,-75.20316464527029,159.24674400273148
-402.4366269,-76.5603619177097,-76.68680478975452,154.17689000157404
-402.4127722,-74.43691523393223,-66.15397602515752,169.11357093196816
-402.3841311,-85.02971911613709,-56.646558847531146,164.23345518553649
-402.3596899,-104.06851828657044,-65.15955601721743,154.8915360122384
-402.3360054,-119.90278377402214,-73.14424351009879,168.83529384607232
-402.3138308,-84.97077308293821,-72.14003121319587,148.62539332531767
-402.2914235,-91.66008160050944,-66.14553030077856,146.08002309199202
-402.2680659,-72.32701138892197,-73.56930017740146,146.01067432740462
-402.2388822,-72.33875874997574,-73.56077095430976,145.99713750584584
-402.2167370,-89.74725204351752,-65.96704159830341,168.1571149569452
-402.1805516,-83.44851504139511,-58.033146767915426,156.46195797913958
-402.1576232,-81.78657505961282,-68.59074161430527,147.52464285749983
-402.1371600,-131.2887142702693,-52.962362491694925,163.2866682520777
-402.1137868,-81.29197690259255,-50.30568637445621,153.00883523445506
-402.0906538,-109.46388060016162,-72.49222176090518,160.95559177293214
-402.0659269,-87.82505130939161,-46.47104296759847,155.38510480005488
-402.0419228,-78.57772018637321,-68.18397018252627,171.46890235930465
-402.0179090,-88.74591356712364,-57.19212567703442,162.297143256098
-401.9931533,-91.75986394982817,-65.31875545869921,156.9710648003747
-401.9708988,-91.7479864078275,-75.56965824294652,160.16328673982255
-401.9454014,-86.5776587225705,-71.69089022477061,154.41771355212606
-401.9197931,-85.34068215388832,-69.62734749846753,150.3356058464731
-401.8991997,-80.63443301975154,-51.69585217998805,157.2654939102004
-401.8783603,-69.15007876915854,-71.448653898799,160.12901105691924
-401.8552804,-84.02725781814584,-68.09004080728948,150.0354931974424
-401.8349995,-84.28653783179888,-70.91622032202608,155.28054255822232
-401.8148140,-95.66750381550433,-66.12653605716517,154.316764649963
-401.7934341,-73.4897420109916,-74.1492194541036,165.27532574557523
-401.7718864,-117.83666960142628,-75.9039158372428,168.79156133783096
-401.7510444,-113.39438930646952,-90.0962064692037,160.33706931746937
-401.7181373,-81.18576042846102,-60.22909153220668,157.43533512322713
-401.6967159,-83.67347766108914,-62.983613890893,166.10345408568017
-401.6701027,-130.01626875965357,-71.42025439736133,169.2331308906232
-401.6442741,-77.5647132115189,-57.10893907566333,157.17586868982073
-401.6205219,-91.46474232121918,-59.721050185318624,162.32706674422926
-401.5973899,-114.99884310924101,-58.69563837607345,162.39923460687706
-401.5731303,-74.19093889623561,-77.81207052935427,165.62447035539006
-401.5479089,-139.74185744256351,-65.78695806097585,163.78240983264638
-401.5226055,-75.02087457112931,-65.16815637803859,141.8819672730611
-401.4940545,-67.73712217612264,-57.219444081740875,175.77710920469298
-401.4719709,-76.03188607778934,-66.65025485849607,147.098659645258
-401.4508919,-74.38742059070603,-61.96169557574164,148.1189759448192
-401.4307701,-83.81841225518434,-59.81686836846707,156.57028231314425
-401.4084141,-71.06289689476785,-71.90428220361201,145.42753598394677
-401.3871221,-71.01359194408451,-71.84718915305547,147.2471833015531
-401.3666183,-74.31487250689499,-59.50632899495395,172.59791293789777
-401.3391024,-119.93745795311294,-58.282591264456066,162.37327700057025
-401.3167259,-96.00863637176396,-57.093749355629306,163.47550925603932
-401.2941725,-68.10430215493332,-57.97180936100133,160.05593868887232
-401.2728762,-80.2013852832911,-74.85720679208748,156.19631090125156
-401.2523912,-79.11889639856376,-62.219252782419126,171.13632368899778
-401.2316265,-64.8133668975398,-66.70656080423608,138.20966926752322
-401.2095238,-87.86272825039237,-69.79988938898991,155.33753252619206
-401.1855347,-64.83116567373031,-71.17672214722393,144.2579571511421
-401.1637660,-82.52661761759921,-51.47829167720061,162.57379120760638
-401.1381361,-132.03737420188358,-60.215044339561594,165.1873484782554
-401.1161169,-141.20066083312886,-67.57929510821191,164.4470341905325
-401.0800106,-101.08948397025559,-61.698137918607614,165.34028697310862
-401.0593640,-65.95075717470746,-56.74624450358236,154.46388404522315
-401.0342699,-76.12491301842299,-70.80890219365851,170.4077910578841
-401.0122561,-83.28921478333153,-72.14457909307784,154.14139188630978
-400.9856648,-75.43324845713609,-62.842453436494196,166.96903395982014
-400.9655495,-84.27881414628624,-81.58959149784334,155.4784093222561
-400.9377858,-70.04737909840458,-57.88943432411895,142.4110684467
-400.9142641,-70.83204538002752,-73.5561161968847,143.67336657814903
-400.8893541,-84.87505093589496,-57.24807433678672,161.03451566497228
-400.8690119,-70.06997479556019,-57.90721739281457,142.43058564755705
-400.8479190,-75.53498236817543,-66.90280743590996,152.61614648017024
-400.8273153,-86.9587872852364,-71.4683147829603,153.5462990417264
-400.8061310,-86.2878923185273,-57.65656759089307,160.9106456607762
-415.1986122,-79.1863065859122,-59.34949327105716,163.40584799257041
-415.1248670,-76.1363094648146,-61.00588249102885,164.93195524661687
-415.1036737,-76.14226926448605,-60.99456754033611,164.92148416890538
-414.7614274,-77.95539995275023,-60.193995408477065,165.44244525237062
-414.7361542,-77.9505120903361,-60.19534905468108,165.44271557738014
-414.4260535,-79.39346652108885,-61.67078890591156,167.06770826072412
-414.3477900,-77.64470455557273,-59.85607235774867,165.566393779521
-414.3193491,-77.66434499672629,-59.83793488348967,165.56521961536512
-414.2856175,-77.65287558295671,-59.83795974201816,165.55748838129284
-414.2631954,-77.65414427533992,-59.85059106493289,165.5608283204603
-414.0830362,-75.57337510216811,-60.55572440404016,164.1018223858916
-414.0501765,-75.57167494349265,-60.5594797092513,164.06025479604273
-414.0294322,-75.56895231683774,-60.56521869422448,164.1148072507127
-413.9725388,-76.85975759251984,-62.80143670743976,166.81018004486992
-413.9411490,-76.87426744116651,-62.7974724581376,166.8114652571877
-413.9068698,-79.899377297253,-62.51149489970384,155.17447080668137
-413.8716227,-79.87807354512198,-62.49947458667144,155.1612441567757
-413.7932360,-76.37966217061462,-60.47066678527447,164.87785912955985
-413.7581991,-83.83056030203402,-59.736891777784145,163.10885485900317
-413.6422848,-80.74871297049964,-61.18695628885006,168.87516033898495
-413.5832445,-81.63251845869871,-61.83501676652169,168.6172852287283
-413.5481500,-81.65245208900784,-61.832724389676,168.63556684374745
-413.5134832,-81.63448196739537,-61.83392134097955,168.61256399416328
-413.4762306,-81.24277126318779,-60.957039270912965,169.14316775901545
-413.4145252,-81.2441690405268,-59.83017303593254,152.1190556792433
-413.3640985,-78.49304046652126,-62.39166740242907,168.9306890456702
-413.3380694,-74.77701364807777,-66.03430046342123,169.6849487833993
-413.3034652,-78.18662135093226,-60.98385419968707,168.33069217791575
-413.2810053,-78.18744001959159,-60.98271013715279,168.3236445646194
-413.2603351,-78.18886492976061,-60.97592766490474,168.3288982418964
-413.1776327,-79.58851988595593,-62.334579614811915,166.25642945446285
-413.1446951,-75.1195390290181,-62.42502948551163,168.16358531060015
-413.1058121,-75.12888735121125,-62.423518473572024,168.15706211868948
-413.0547208,-90.73049927735616,-55.82747872515448,153.86374787396574
-413.0258835,-75.13768186949441,-62.41218080303864,168.14910050190147
-413.0000928,-74.61698264523262,-62.506338838625915,168.9671684220749
-412.9009948,-85.74134423885035,-56.38259179754035,152.4652006377823
-412.8601020,-80.3844318518514,-61.77720413155336,168.14837535671336
-412.8370204,-78.17473950935809,-60.79358785806272,168.88314054899715
-412.8028711,-88.46656740722226,-58.22836414505704,152.22061486854597
-412.7820756,-79.51090516342286,-59.484791926607905,165.4521906639638
-412.7224573,-81.87698586509853,-57.8806107471211,159.92814030349538
-412.6935215,-79.3339523478942,-62.22776536519042,155.13226432008105
-412.6694535,-89.4412838086668,-63.083590363233085,166.44060128116035
-412.6428655,-88.62716164553375,-56.580617003434575,152.66812042398607
-412.6173395,-77.4730126132846,-60.83878319487457,168.35253487244773
-412.5937414,-77.4702795340711,-60.83385746434446,168.35626475169963
-412.5589388,-75.25055537815325,-62.65571634800173,167.033800170099
-412.5202372,-81.04133031972965,-58.37700638590072,159.9261712111219
-412.4825656,-81.04149362421134,-58.370985797787036,159.91576782576956
-412.4355057,-71.66200501178939,-67.48673573889833,169.79425301052902
-412.4123872,-79.02049316391074,-61.65024727021711,165.87606719934018
-412.3821527,-76.51616925828363,-59.00248863517899,159.561018474931
-412.3580486,-89.91501539005277,-56.458261670340896,152.2273039565754
-412.3338147,-83.95822286984084,-57.18067099582333,163.4193637145717
-412.3129170,-76.3500860023275,-60.707508547520334,149.51979569899135
-412.2582865,-80.30929465907661,-61.95623673383067,168.6161209149206
-412.2376116,-80.30834699568791,-61.9579566793183,168.62340577929223
-412.2159071,-81.3055618191746,-61.0914653948257,165.51922451197893
-412.1949686,-78.41524007265595,-59.86400187888682,165.24015264284807
-412.1695436,-80.80767442783788,-59.8189566606309,151.70686108401844
-412.1439136,-89.55661214752783,-56.50519255126416,153.7014866622324
-412.1115174,-84.99136244022391,-66.43961164111118,151.0464807419566
-412.0837539,-92.9952415289148,-62.15889048933877,164.5680536472373
-412.0442991,-81.23677613944106,-60.05354806862641,151.95373154941944
-411.9949184,-79.78123392378562,-61.92635327454993,166.82978262889148
-411.9657376,-77.07550834515784,-62.63362048656863,167.4107535920384
-411.9450297,-81.7220136260124,-59.581572137799554,152.30642892549608
-411.9205310,-84.01122009439881,-56.718623781121764,164.69053565658592
-411.8902906,-88.39003317945823,-58.6758313037388,163.33670912881976
-411.8610586,-87.18989864395832,-57.15322611897694,152.0234520101684
-411.8296259,-78.36972708231366,-61.0557546258778,168.0337684332406
-411.7915519,-85.33258907456322,-57.07286530447275,161.0444506713875
-411.7555245,-81.65053948765355,-58.623281850465844,155.81160973053028
-411.7223333,-79.0415504439623,-62.27006909534621,167.37798945985637
-411.6929549,-77.46008702443916,-60.89365251810563,164.24767592584453
-411.6513718,-94.52293362838806,-55.03108798771675,153.6882571815162
-411.6300509,-76.86604864564583,-62.13398793726885,167.73805292325667
-411.6064260,-81.46503358912037,-69.19144850472519,172.73124042177758
-411.5842301,-74.93580865697321,-60.20772090651965,161.015065884865
-411.5608789,-74.94085310734475,-60.18626878990522,161.0179803109203
-411.5359599,-86.58058323512284,-59.40595634623447,151.2023450009881
-411.5014888,-79.72513231323397,-61.232042425450935,167.568957796187
-411.4700775,-80.3783814782456,-57.435384168870016,158.63667942060604
-411.4332510,-88.61725230088513,-58.99847411308585,164.03330791071738
-411.3938284,-76.58398987861345,-59.758465470241454,163.469245789603
-411.3717313,-79.82665976492605,-68.35577562073762,173.0896491684114
-411.3426194,-73.6841013373519,-63.18952755468597,168.34386578488284
-411.3059747,-80.33287946287497,-59.16029755230976,156.16402879901582
-411.2769846,-76.82007588115157,-73.734877291382,157.26307534628816
-411.2522271,-73.2535866834814,-61.274708796144246,158.42398375410394
-411.2290221,-69.4762627823002,-58.04859188714324,160.20638970920834
-411.2036359,-78.93842352666012,-50.731144421758806,169.09217212509768
-411.1775051,-78.92718520245545,-50.74142429057079,169.08460057019207
-411.1497348,-80.29435061692338,-62.34955370812155,167.96361236602326
-411.1252836,-75.63685021244413,-62.74590981985365,164.11371746669337
-411.1020465,-80.51008169688937,-61.85306472429957,155.0704171449797
-411.0799613,-93.1616441235592,-58.13522363859814,163.14549916497228
-411.0590911,-81.17175199268992,-58.856307272059134,166.646618082025
-411.0350205,-79.51589134301935,-75.88849526908227,163.43995504603456
-411.0145399,-81.60029599759609,-58.6567142565097,155.90562343661395
-410.9893567,-78.2308605163248,-62.604464614518804,166.56882552048265
-410.9680936,-79.04394122056357,-60.70729928317675,167.4659793159357
-410.9409530,-82.54245607542116,-61.52455128846925,168.50271272024656
-410.9142714,-80.75115939723112,-57.45200499547888,159.1164823200289
-410.8902143,-80.74951260154187,-57.455410790249275,159.12161514169276
-410.8670039,-80.75791600182372,-57.427340123595116,159.11009935934982
-410.8415526,-83.87403718221695,-52.6348976662249,162.14969709650475
-410.8210924,-82.15835806732599,-62.418406642983,165.18931684800475
-410.7984989,-80.07147002137081,-63.456930404246194,167.33468793806935
-410.7626352,-80.07959035592489,-63.426927483626876,167.32190182585654
-410.7263490,-89.54643949951641,-58.84484012764671,164.19133238381434
-410.7036054,-89.55497904691013,-58.85755110963135,164.15197403122593
-410.6818734,-82.91776117452967,-58.3742274739061,161.56688085499474
-410.6583080,-82.918226317411,-58.390808033602326,161.5669976139639
-410.6339289,-77.0613726801729,-59.28010224234728,154.4241028576017
-410.5924117,-82.31222419095567,-76.91901376826556,166.48859084500472
-410.5571622,-80.47790083479195,-60.59405049512904,166.6975855307653
-410.5356839,-80.48665468467318,-60.5853409959568,166.68216913133594
-410.5118577,-85.12549451562532,-58.53201919201049,161.53731664425672
-410.4828197,-89.1328382745991,-58.77150185376169,164.37672099139508
-410.4617519,-73.74182059121485,-61.30993775752227,164.4527899108184
-410.4408371,-85.58028084005062,-50.70186835014993,160.04480104530555
-410.4095585,-86.36662243477271,-61.37326090580214,161.0074052211125
-410.3883385,-82.99616528233732,-54.885451154888415,155.01566907807904
-410.3623372,-82.35397057396622,-68.90213731127307,157.41887961126335
-410.3399630,-78.74595333996557,-71.17182247316916,151.15806081958618
-410.3189802,-85.16409033576336,-53.06215978102486,161.95865654934272
-410.2988740,-78.89199264719782,-61.38015561684484,170.71580232058764
-410.2774481,-85.98554945008087,-61.8887119375579,164.72727283040072
-410.2545937,-78.88726016916804,-71.15616288426237,151.13983603336146
-410.2343556,-74.84987632549976,-52.31857979301961,163.69737858377042
-410.2118301,-82.41867861434125,-66.05649250728337,167.6944008025717
-410.1909294,-87.8363033617975,-54.73567739787732,160.1098832857476
-410.1566008,-75.83868229034101,-60.25850276961859,154.360924073374
-410.1275134,-75.85508271084582,-60.25564318184922,154.36632427258533
-410.1035271,-81.6486978682254,-60.19379771892239,161.2647273841173
-410.0820940,-76.71184244940738,-56.66226772784356,169.78899542089917
-410.0609442,-81.31082218564009,-62.2806933286924,153.53479071653746
-410.0400061,-81.32692025302046,-62.27336763873641,153.52925774594723
-410.0179783,-85.75918421170081,-54.467837488818,152.44355296047118
-409.9948819,-85.75692471770942,-54.461837429569705,152.43598032874613
-409.9656654,-85.76854141557524,-54.44626201172602,152.43936096190745
-409.9421534,-80.75818606248343,-78.90339704703652,171.69796922343028
-409.9206354,-79.0126984332396,-52.07112653561298,151.86259197675867
-409.8964461,-66.08106290718192,-59.7019984003017,142.98421545701297
-409.8699443,-85.17283455081615,-55.50745586373152,168.95924955532416
-409.8469340,-85.18181999808246,-55.4309265623942,154.88048325156663
-409.8264407,-85.1741818035884,-55.0034344755458,152.5848084097803
-409.8047519,-83.69736040250557,-53.10414564441774,166.94909695118994
-409.7795963,-85.49811168455817,-58.16858452294905,166.36659584248608
-409.7589872,-80.60060102960918,-63.77450474889109,167.88735866806914
-409.7376886,-86.61138644806475,-59.40192734568862,163.3648699123778
-409.7176626,-77.0698367785341,-63.266646881851116,162.76979058317872
-409.6969068,-87.85273842397098,-63.80585889012278,159.70044712740258
-409.6701477,-78.04774912035741,-60.791993949974845,167.86948308262657
-409.6416177,-85.85547172085677,-65.2571573902733,157.98290785126082
-409.6147965,-76.35539503889028,-58.898314295100334,157.90489308701584
-409.5945351,-78.48505761044612,-60.99484170324202,167.27112656333324
-409.5716586,-77.49239433853194,-68.49067528145444,149.98224731510118
-409.5505651,-78.04669581937684,-62.323175021518715,160.20365159344348
-409.5192527,-78.02794374103655,-62.344678320843975,160.1947045763934
-409.4984010,-86.60868460938767,-70.55345104470743,152.94892900170174
-409.4691814,-86.21498994175523,-58.29301212666616,152.78448632612034
-409.4417810,-77.42650881494976,-68.26844834114657,148.75375493789605
-409.4211693,-92.41941605295345,-56.94108947892187,155.69570321258934
-409.3995341,-74.06474972621494,-62.49418473567467,170.92747032614182
-409.3739584,-84.65846288352941,-60.30925649014304,164.93953484997
-409.3532864,-89.36033116790469,-66.59436480341732,161.4171490761556
-409.3308421,-79.51341163417312,-55.14377849134676,159.99365436165985
-409.3108312,-71.02242254294428,-64.41641950121452,166.09809894746434
-409.2893851,-80.37744082494419,-61.965612281090834,155.48154229145072
-409.2631577,-79.33921089170802,-59.455695907332114,165.0902473970525
-409.2425870,-72.04577977017168,-58.195993465108366,137.45684887223004
-409.2219902,-78.32169386245448,-62.475859343269654,169.33073008411026
-409.2010816,-83.30845801434262,-59.88738843420855,168.24557884687877
-409.1796484,-84.92722807365585,-56.20577031005617,160.12102656947297
-409.1552731,-84.89863870106863,-56.23817368262493,160.10343576711088
-409.1341261,-82.28853669652952,-59.24226428421958,166.00613147585221
-409.1133367,-97.16513051878546,-57.77306835987026,165.198934751686
-409.0925990,-71.38055019051951,-63.75562938404482,165.50113605270886
-409.0714530,-71.36897744526595,-63.79139470505535,165.50130802589572
-409.0511565,-75.11887717306118,-52.97845386977374,155.801019810203
-409.0183277,-77.96695522338389,-60.619254150368604,165.57505951682936
-408.9901122,-83.70774131528349,-74.34968373765474,170.99715203315714
-408.9650241,-79.12466478542044,-70.78800278965124,152.3467392120213
-408.9434459,-84.28878429543778,-57.92394208692835,154.57976287864696
-408.9234015,-83.16695637711956,-52.03661377050004,156.74639222790557
-408.9016348,-72.05609575817377,-65.15060163227821,144.312925245183
-408.8815005,-84.18482737998232,-59.38322058261741,152.76737474810855
-408.8611533,-84.21015574458913,-59.37340746567319,152.76721935338173
-408.8377268,-84.56455384610132,-58.27541619868857,152.2538792278302
-408.8069412,-78.72425399945769,-63.884728443923045,161.40291757252643
-408.7835487,-82.45099492064172,-60.3340038856563,161.70248149044733
-408.7610428,-81.80925642335467,-61.079782813673106,150.665215544247
-408.7396131,-81.81342546729539,-61.06809754033884,150.6722735947955
-408.7195010,-71.77342556478884,-58.792811491775545,163.35561218273696
-408.6928349,-86.64941609211132,-57.600183973365354,156.08265285805322
-408.6631632,-77.21679378571804,-64.19341219152865,168.02707664590082
-408.6430663,-81.86324667843733,-58.96335521743051,166.0884040132175
-408.6225511,-73.05528823246742,-70.5428484516044,149.43406528263108
-408.5961300,-74.54356121367374,-58.688732604075064,153.08551866570488
-408.5751573,-83.30250190090926,-60.49416931834352,168.4974809316323
-408.5501928,-83.28835666431648,-55.25257732915152,158.7458416768102
-408.5295383,-81.40420718982311,-66.39596105946075,150.18377081306625
-408.5065868,-94.01998305276446,-58.969433564717555,166.53741113434987
-408.4856742,-75.92279016768683,-65.11717727626781,144.77248412306602
-408.4654830,-75.083812973318,-55.70732714025524,147.85181365121363
-408.4452871,-72.23868564781054,-69.85350210991184,147.0990804739392
-408.4223685,-71.40196201144722,-64.06008664830581,165.5542400709582
-408.3964807,-68.89740472316313,-60.6634954596288,166.7911527562847
-408.3707844,-75.8032775953881,-56.63506686350214,159.07444281246057
-408.3449749,-79.78642130033262,-72.60039303673828,152.85195123690193
-408.3133532,-87.78397930055992,-65.59920681996226,166.06387104613438
-408.2920442,-90.48945390900552,-59.76205375417562,166.685169956038
-408.2712814,-90.4935657939817,-59.76581471336653,166.6906033722381
-408.2438163,-83.65094105089847,-59.47955337726707,152.61638222428883
-408.2008987,-82.85481666714176,-56.14605933487999,153.53056663251166
-408.1715274,-83.92061275344659,-59.04452971309621,152.95025107376904
-408.1489555,-71.11569811987839,-64.55711879441775,165.89675896198946
-408.1276276,-91.83180589994575,-59.68579452707526,161.1895306879208
-408.1065628,-83.44774144083812,-59.23277387143445,160.85201205082475
-408.0861285,-84.24478077899414,-59.20533778349518,152.51445775176666
-408.0649880,-84.23566106809977,-59.208256284354015,152.51698971258463
-408.0430637,-85.39664315076323,-58.211632536787285,152.23039677412672
-408.0201788,-90.13438009207022,-67.81655386642953,150.4225899260143
-407.9962053,-93.4752067480319,-57.385005384813184,156.2971737736994
-407.9727653,-90.33202668904693,-59.801837868999556,165.79960928783342
-407.9492656,-90.33599082037436,-59.80286020924595,165.80813285732984
-407.9215212,-90.3459626811152,-59.81414449013515,165.819095954271
-407.8914641,-72.51535681040308,-66.49728221108452,144.7643705483428
-407.8713186,-81.43853995382815,-61.70588350986365,156.83515676675717
-407.8509626,-96.13319811704092,-66.42491187503049,151.13982276807613
-407.8299033,-78.85997845938952,-52.522087894936284,154.8524438165904
-407.8083116,-76.8533255636098,-73.79880399196163,157.1209491836176
-407.7818110,-80.19964912415602,-58.61784931939435,154.410615184508
-407.7574104,-84.4184008225784,-60.18798533386305,151.89020691756014
-407.7307694,-80.42495708414708,-50.837742306910236,163.89009272790318
-407.7093127,-63.49418762770031,-58.63705736484867,152.8718440221662
-407.6791855,-68.80393371335641,-54.58514133976047,167.60886829908935
-407.6541520,-63.48807862020232,-58.63848603132241,152.85212416713892
-407.6280078,-63.53297704377097,-58.63650893728383,152.8591201965509
